0,20.2
1,20.2
2,20.2
3,20.2
4,20.1
5,20.2
6,20.4
7,20.8
8,21.2
9,21.9
10,22.8
11,23.7
12,24.9
13,26.2
14,27.7
15,29.3
16,30.9
17,32.6
18,34.2
19,36
20,37.8
21,39.7
22,41.5
23,43.4
24,45.4
25,47.3
26,49.1
27,51
28,53
29,55.1
30,57.1
31,59
32,61
33,63
34,65.1
35,67
36,68.9
37,70.8
38,72.8
39,74.8
40,76.9
41,78.9
42,80.9
43,82.9
44,85.1
45,87.2
46,89.3
47,91.4
48,93.6
49,95.8
50,98
51,100
52,101.7
53,103.2
54,104.4
55,105.4
56,106.3
57,107.2
58,108
59,108.6
60,109.2
61,109.7
62,110.2
63,110.6
64,111
65,111.3
66,111.6
67,111.9
68,112.1
69,112.3
70,112.5
71,112.7
72,112.8
73,113
74,113.1
75,113.2
76,113.3
77,113.4
78,113.4
79,113.5
80,113.6
81,113.7
82,113.7
83,113.7
84,113.8
85,113.8
86,113.8
87,113.9
88,114
89,114
90,114
91,114
92,114
93,114
94,114.1
95,114.1
96,114.1
97,114.1
98,114.1
99,114.1
100,114.2
101,114.2
102,114.2
103,114.1
104,114.2
105,114.2
106,114.2
107,114.2
108,114.2
109,114.2
110,114.2
111,114.2
112,114.2
113,114.1
114,114.2
115,114.2
116,114.2
117,114.1
118,114.2
119,114.2
120,114.2
121,114.2
122,114.2
123,114.2
124,114.2
125,114.2
126,114.2
127,114.2
128,114.2
129,114.2
130,114.2
131,114.2
132,114.2
133,114.2
134,114.3
135,114.3
136,114.2
137,114.2
138,114.2
139,114.2
140,114.2
141,114.2
142,114.2
143,114.2
144,114.2
145,114.2
146,114.2
147,114.2
148,114.2
149,114.2
150,114.2
151,114.2
152,114.2
153,114.2
154,114.2
155,114.3
156,114.2
157,114.2
158,114.2
159,114.2
160,114.2
161,114.2
162,114.2
163,114.2
164,114.2
165,114.2
166,114.2
167,114.2
168,114.2
169,114.2
170,114.2
171,114.2
172,114.3
173,114.3
174,114.3
175,114.3
176,114.2
177,114.2
178,114.2
179,114.2
180,114.2
181,114.2
182,114.3
183,114.2
184,114.2
185,114.2
186,114.3
187,114.3
188,114.3
189,114.3
190,114.3
191,114.2
192,114.3
193,114.3
194,114.3
195,114.2
196,114.3
197,114.3
198,114.3
199,114.3
200,114.3
201,114.3
202,114.3
203,114.3
204,114.2
205,114.2
206,114.2
207,114.2
208,114.3
209,114.3
210,114.3
211,114.3
212,114.3
213,114.2
214,114.2
215,114.3
216,114.3
217,114.2
218,114.2
219,114.2
220,114.3
221,114.2
222,114.2
223,114.2
224,114.2
225,114.2
226,114.2
227,114.2
228,114.2
229,114.2
230,114.2
231,114.2
232,114.2
233,114.2
234,114.2
235,114.2
236,114.2
237,114.2
238,114.2
239,114.2
240,114.2
241,114.2
242,114.2
243,114.2
244,114.2
245,114.2
246,114.2
247,114.2
248,114.2
249,114.2
250,114.2
251,114.2
252,114.3
253,114.2
254,114.2
255,114.2
256,114.2
257,114.3
258,114.2
259,114.2
260,114.2
261,114.2
262,114.2
263,114.2
264,114.2
265,114.2
266,114.2
267,114.2
268,114.3
269,114.2
270,114.2
271,114.3
272,114.2
273,114.2
274,114.2
275,114.2
276,114.2
277,114.2
278,114.2
279,114.2
280,114.2
281,114.2
282,114.2
283,114.2
284,114.2
285,114.2
286,114.2
287,114.2
288,114.2
289,114.2
290,114
291,113.6
292,113.1
293,112.4
294,111.7
295,110.9
296,110
297,108.9
298,107.8
299,106.6
300,105.4
301,104.1
302,102.8
303,101.4
304,99.8
305,98.4
306,96.9
307,95.4
308,93.9
309,92.1
310,90.5
311,88.8
312,87.1
313,85.3
314,83.5
315,81.8
316,80
317,78.3
318,76.5
319,74.6
320,72.7
321,70.8
322,68.8
323,66.8
324,64.8
325,63
326,61.2
327,59.4
328,57.3
329,55.3
330,53.4
331,51.6
332,49.8
333,48
334,46.5
335,45
336,43.2
337,41.5
338,39.6
339,37.6
340,35.5
341,33.1
342,30.8
343,28.6
344,26.4
345,24
346,21.4
347,18.6
348,15.8
349,13.2
350,10.2
351,7.2
352,4.1
353,0.9
354,-2.2
355,-5.1
356,-8.1
357,-11.1
358,-14.3
359,-17.3
360,-20.5
361,-23.6
362,-26.8
363,-29.8
364,-32.9
365,-36.1
366,-39.4
367,-43.2
368,-47.5
369,-52
370,-56.7
371,-61.2
372,-65.4
373,-69.5
374,-73.3
375,-76.9
376,-80.4
377,-83.5
378,-86.3
379,-88.9
380,-91.2
381,-93.3
382,-95.3
383,-97.1
384,-98.8
385,-100.4
386,-101.7
387,-103.1
388,-104.2
389,-105.2
390,-106.1
391,-107
392,-107.7
393,-108.4
394,-108.9
395,-109.6
396,-110.1
397,-110.6
398,-111
399,-111.4
400,-111.8
401,-112.1
402,-112.4
403,-112.6
404,-113
405,-113.2
406,-113.4
407,-113.6
408,-113.8
409,-114
410,-114.2
411,-114.4
412,-114.5
413,-114.6
414,-114.7
415,-114.8
416,-115
417,-115.1
418,-115.1
419,-115.2
420,-115.3
421,-115.4
422,-115.5
423,-115.6
424,-115.7
425,-115.8
426,-115.9
427,-115.9
428,-116
429,-116
430,-116
431,-116
432,-116.1
433,-116.1
434,-114.6
435,-108.7
436,-100.4
437,-93.3
438,-86.6
439,-83.3
440,-81.7
441,-80.5
442,-79.4
443,-78.4
444,-77.3
445,-75.6
446,-73
447,-69.5
448,-65.7
449,-61.8
450,-57.6
451,-53
452,-48
453,-42.8
454,-37.1
455,-31.4
456,-25.4
457,-19.2
458,-12.7
459,-6.2
460,0.3
461,7
462,13.8
463,20.5
464,27.3
465,34.1
466,41
467,48
468,54.9
469,61.7
470,67.9
471,73.1
472,77.8
473,81.9
474,85.6
475,88.8
476,91.8
477,94.4
478,96.7
479,98.7
480,100.6
481,102.3
482,103.8
483,105.2
484,106.3
485,107.4
486,108.4
487,109.4
488,110.2
489,110.9
490,111.6
491,112.2
492,112.7
493,113.1
494,113.7
495,114
496,114.4
497,114.8
498,115
499,115.4
500,115.6
501,115.8
502,116
503,116.2
504,116.4
505,116.4
506,116.7
507,116.8
508,116.9
509,117
510,117.1
511,117.2
512,117.3
513,117.3
514,117.3
515,116.9
516,116.2
517,115.4
518,114.4
519,113.2
520,111.8
521,110.5
522,108.8
523,107.1
524,105.4
525,103.6
526,101.6
527,99.4
528,97.3
529,94.9
530,92.9
531,90.8
532,89
533,87.1
534,85.4
535,83.7
536,82
537,80.5
538,79.1
539,77.6
540,76.2
541,75
542,73.7
543,72.7
544,71.7
545,70.8
546,69.9
547,69.1
548,68.3
549,67.5
550,66.8
551,66.1
552,65.4
553,64.8
554,64.2
555,63.6
556,63.1
557,62.6
558,62
559,61.5
560,61
561,60.5
562,60.1
563,59.7
564,59.2
565,58.8
566,58.3
567,58
568,57.6
569,57.2
570,56.9
571,56.5
572,56.1
573,55.8
574,55.4
575,55.1
576,54.8
577,54.5
578,54.2
579,53.9
580,53.6
581,53.3
582,53
583,52.8
584,52.5
585,52.2
586,51.9
587,51.7
588,51.4
589,51.2
590,50.9
591,50.7
592,50.5
593,50.2
594,50
595,49.7
596,49.5
597,49.3
598,49.1
599,48.9
600,48.6
601,48.4
602,48.2
603,48
604,47.8
605,47.6
606,47.4
607,47.2
608,47
609,46.8
610,46.6
611,46.4
612,46.2
613,46.1
614,45.9
615,45.7
616,45.5
617,45.4
618,45.2
619,45
620,44.8
621,44.7
622,44.5
623,44.3
624,44.2
625,44
626,43.8
627,43.7
628,43.5
629,43.3
630,43.2
631,43
632,42.9
633,42.8
634,42.6
635,42.4
636,42.3
637,42.1
638,42
639,41.8
640,41.7
641,41.6
642,41.4
643,41.2
644,41.1
645,41
646,40.9
647,40.7
648,40.5
649,40.4
650,40.3
651,40.2
652,40
653,39.9
654,39.8
655,39.6
656,39.5
657,39.4
658,39.3
659,39.2
660,39
661,38.9
662,38.8
663,38.6
664,38.5
665,38.4
666,38.3
667,38.2
668,38.1
669,37.9
670,37.8
671,37.8
672,37.6
673,37.5
674,37.4
675,37.2
676,37.2
677,37.1
678,37
679,36.9
680,36.7
681,36.6
682,36.5
683,36.4
684,36.3
685,36.2
686,36.1
687,36
688,35.9
689,35.8
690,35.7
691,35.6
692,35.5
693,35.4
694,35.3
695,35.2
696,35.1
697,35
698,34.9
699,34.8
700,34.7
701,34.6
702,34.5
703,34.5
704,34.4
705,34.3
706,34.1
707,34.1
708,34
709,33.9
710,33.8
711,33.8
712,33.7
713,33.6
714,33.5
715,33.4
716,33.4
717,33.2
718,33.1
719,33.1
720,33
721,32.9
722,32.8
723,32.8
724,32.7
725,32.6
726,32.5
727,32.4
728,32.4
729,32.3
730,32.2
731,32.1
732,32
733,31.9
734,31.9
735,31.8
736,31.7
737,31.7
738,31.6
739,31.5
740,31.4
741,31.4
742,31.3
743,31.3
744,31.2
745,31.1
746,31.1
747,30.9
748,30.9
749,30.9
750,30.8
751,30.7
752,30.7
753,30.6
754,30.5
755,30.5
756,30.4
757,30.3
758,30.2
759,30.2
760,30.1
761,30.1
762,30
763,30
764,29.9
765,29.8
766,29.7
767,29.7
768,29.7
769,29.6
770,29.5
771,29.4
772,29.4
773,29.3
774,29.3
775,29.2
776,29.2
777,29.1
778,29.1
779,29
780,28.9
781,28.9
782,28.9
783,28.8
784,28.8
785,28.7
786,28.7
787,28.6
788,28.5
789,28.5
790,28.5
791,28.4
792,28.3
793,28.2
794,28.2
795,28.2
796,28.1
797,28
798,28
799,28
800,27.9
801,27.9
802,27.9
803,27.8
804,27.7
805,27.7
806,27.6
807,27.6
808,27.5
809,27.5
810,27.5
811,27.4
812,27.4
813,27.3
814,27.3
815,27.3
816,27.2
817,27.1
818,27.1
819,27.1
820,27
821,27
822,27
823,26.9
824,26.8
825,26.8
826,26.8
827,26.8
828,26.7
829,26.7
830,26.6
831,26.5
832,26.5
833,26.5
834,26.5
835,26.4
836,26.4
837,26.4
838,26.4
839,26.3
840,26.2
841,26.2
842,26.1
843,26.1
844,26
845,26.1
846,26
847,25.9
848,25.9
849,25.9
850,25.8
851,25.8
852,25.8
853,25.8
854,25.7
855,25.6
856,25.6
857,25.6
858,25.6
859,25.5
860,25.5
861,25.5
862,25.4
863,25.4
864,25.4
865,25.4
866,25.3
867,25.3
868,25.2
869,25.2
870,25.2
871,25.1
872,25.1
873,25.1
874,25
875,25
876,25
877,25
878,25
879,24.9
880,24.9
881,24.8
882,24.8
883,24.8
884,24.7
885,24.7
886,24.7
887,24.6
888,24.6
889,24.6
890,24.6
891,24.6
892,24.5
893,24.5
894,24.5
895,24.5
896,24.5
897,24.4
898,24.3
899,24.3
900,24.3
901,24.3
902,24.2
903,24.2
904,24.2
905,24.2
906,24.2
907,24.1
908,24.1
909,24.1
910,24.1
911,24
912,24
913,24
914,23.9
915,23.9
916,23.9
917,23.9
918,23.9
919,23.9
920,23.9
921,23.8
922,23.8
923,23.8
924,23.7
925,23.7
926,23.7
927,23.7
928,23.7
929,23.7
930,23.7
931,23.6
932,23.6
933,23.5
934,23.5
935,23.5
936,23.5
937,23.4
938,23.4
939,23.4
940,23.4
941,23.4
942,23.4
943,23.4
944,23.3
945,23.3
946,23.3
947,23.3
948,23.2
949,23.2
950,23.2
951,23.2
952,23.2
953,23.2
954,23.2
955,23.1
956,23.1
957,23.1
958,23
959,23
960,23
961,23
962,23
963,22.9
964,22.9
965,22.9
966,22.9
967,22.9
968,22.9
969,22.8
970,22.8
971,22.8
972,22.8
973,22.8
974,22.7
975,22.7
976,22.7
977,22.7
978,22.7
979,22.6
980,22.6
981,22.6
982,22.6
983,22.6
984,22.6
985,22.6
986,22.5
987,22.5
988,22.5
989,22.5
990,22.5
991,22.5
992,22.5
993,22.4
994,22.5
995,22.4
996,22.4
997,22.4
998,22.4
999,22.4
1000,22.3
1001,22.3
1002,22.3
1003,22.3
1004,22.2
1005,22.2
1006,22.2
1007,22.2
1008,22.2
1009,22.2
1010,22.2
1011,22.2
1012,22.2
1013,22.2
1014,22.1
1015,22.1
1016,22.1
1017,22.1
1018,22.1
1019,22.1
1020,22.1
1021,22.1
1022,22.1
1023,22.1
1024,22
1025,22
1026,22
1027,22
1028,22
1029,21.9
1030,21.9
1031,21.9
1032,21.9
1033,21.9
1034,21.9
1035,21.9
1036,21.8
1037,21.8
1038,21.8
1039,21.8
1040,21.8
1041,21.8
1042,21.8
1043,21.8
1044,21.7
1045,21.7
1046,21.7
1047,21.7
1048,21.7
1049,21.7
1050,21.7
1051,21.7
1052,21.7
1053,21.7
1054,21.7
1055,21.6
1056,21.6
1057,21.6
1058,21.6
1059,21.6
1060,21.6
1061,21.6
1062,21.6
1063,21.6
1064,21.6
1065,21.6
1066,21.6
1067,21.6
1068,21.5
1069,21.5
1070,21.5
1071,21.5
1072,21.5
1073,21.5
1074,21.5
1075,21.5
1076,21.5
1077,21.4
1078,21.5
1079,21.4
1080,21.4
1081,21.4
1082,21.4
1083,21.4
1084,21.4
1085,21.3
1086,21.3
1087,21.3
1088,21.3
1089,21.3
1090,21.3
1091,21.3
1092,21.3
1093,21.3
1094,21.2
1095,21.2
1096,21.2
1097,21.2
1098,21.2
1099,21.2
1100,21.2
1101,21.2
1102,21.2
1103,21.2
1104,21.2
1105,21.2
1106,21.2
1107,21.2
1108,21.2
1109,21.1
1110,21.1
1111,21.1
1112,21.1
1113,21.1
1114,21.1
1115,21.1
1116,21.1
1117,21
1118,21
1119,21
1120,21
1121,21
1122,21
1123,21
1124,20.9
1125,21
1126,20.9
1127,20.9
1128,21
1129,21
1130,21
1131,21
1132,20.9
1133,20.9
1134,20.9
1135,20.9
1136,20.9
1137,20.9
1138,20.9
1139,20.9
1140,20.9
1141,20.9
1142,20.9
1143,20.9
1144,20.9
1145,20.8
1146,20.9
1147,20.9
1148,20.8
1149,20.8
1150,20.8
1151,20.8
1152,20.8
1153,20.8
1154,20.8
1155,20.8
1156,20.8
1157,20.8
1158,20.7
1159,20.7
1160,20.7
1161,20.7
1162,20.7
1163,20.7
1164,20.7
1165,20.7
1166,20.7
1167,20.7
1168,20.7
1169,20.7
1170,20.7
1171,20.7
1172,20.7
1173,20.7
1174,20.7
1175,20.7
1176,20.7
1177,20.7
1178,20.6
1179,20.6
1180,20.6
1181,20.6
1182,20.6
1183,20.6
1184,20.6
1185,20.6
1186,20.6
1187,20.6
1188,20.6
1189,20.6
1190,20.5
1191,20.5
1192,20.5
1193,20.5
1194,20.5
1195,20.5
1196,20.5
1197,20.5
1198,20.5
1199,20.5
1200,20.5
1201,20.5
1202,20.5
1203,20.5
1204,20.5
1205,20.4
1206,20.4
1207,20.4
1208,20.4
1209,20.4
1210,20.4
1211,20.4
1212,20.4
1213,20.4
1214,20.4
1215,20.4
1216,20.4
1217,20.4
1218,20.4
1219,20.4
1220,20.4
1221,20.4
1222,20.4
1223,20.4
1224,20.4
1225,20.4
1226,20.4
1227,20.4
1228,20.4
1229,20.4
1230,20.4
1231,20.4
1232,20.3
1233,20.3
1234,20.3
1235,20.3
1236,20.3
1237,20.3
1238,20.3
1239,20.3
1240,20.3
1241,20.3
1242,20.3
1243,20.3
1244,20.3
1245,20.3
1246,20.3
1247,20.3
1248,20.3
1249,20.3
1250,20.3
1251,20.3
1252,20.3
1253,20.3
1254,20.3
1255,20.3
1256,20.3
1257,20.3
1258,20.2
1259,20.2
1260,20.2
1261,20.2
1262,20.2
1263,20.2
1264,20.2
1265,20.2
1266,20.2
1267,20.2
1268,20.2
1269,20.2
1270,20.1
1271,20.2
1272,20.2
1273,20.1
1274,20.2
1275,20.2
1276,20.2
1277,20.1
1278,20.2
1279,20.1
1280,20.1
1281,20.2
1282,20.1
1283,20.2
1284,20.2
1285,20.1
1286,20.2
1287,20.2
1288,20.1
1289,20.1
1290,20.1
1291,20.1
1292,20.1
1293,20.1
1294,20.1
1295,20.1
1296,20.1
1297,20.1
1298,20.1
1299,20.1
1300,20.1
1301,20.1
1302,20.1
1303,20.1
1304,20.1
1305,20.1
1306,20.1
1307,20.1
1308,20
1309,20.1
1310,20
1311,20
1312,20.1
